Location,Period,Sexes,Alcohol,Tobacco,Suicide
Solomon Islands,2015,Both sexes,1.55,38.4,4.9
Solomon Islands,2015,Male,2.56,56.2,7
Solomon Islands,2015,Female,0.53,20.7,2.7
Solomon Islands,2010,Both sexes,1.6,39.5,5.8
Solomon Islands,2010,Male,2.65,56.7,8
Solomon Islands,2010,Female,0.55,22.4,3.4
Solomon Islands,2005,Both sexes,1.6,40.8,7.6
Solomon Islands,2005,Male,2.64,57.4,10.3
Solomon Islands,2005,Female,0.55,24.3,4.8
Solomon Islands,2000,Both sexes,1.2,42.4,11.2
Solomon Islands,2000,Male,1.96,58.5,14.5
Solomon Islands,2000,Female,0.41,26.4,7.7
Somalia,2018,Both sexes,0.009,NA,NA
Somalia,2018,Male,0.016,NA,NA
Somalia,2018,Female,0.002,NA,NA
Somalia,2015,Both sexes,0.013,NA,4.7
Somalia,2015,Male,0.023,NA,6.3
Somalia,2015,Female,0.004,NA,3.1
Somalia,2010,Both sexes,0.28,NA,4.3
Somalia,2010,Male,0.49,NA,5.7
Somalia,2010,Female,0.074,NA,2.9
Somalia,2005,Both sexes,0.068,NA,4.8
Somalia,2005,Male,0.12,NA,6.5
Somalia,2005,Female,0.018,NA,3.2
Somalia,2000,Both sexes,0,NA,4.7
Somalia,2000,Male,0,NA,6.2
Somalia,2000,Female,0,NA,3.2
South Africa,2018,Both sexes,9.52,31.4,NA
South Africa,2018,Male,15.91,46.8,NA
South Africa,2018,Female,3.49,16,NA
South Africa,2015,Both sexes,9.61,32.2,11.8
South Africa,2015,Male,16.05,46.7,19
South Africa,2015,Female,3.53,17.7,4.8
South Africa,2010,Both sexes,10.04,33.9,12.2
South Africa,2010,Male,16.71,46.9,19.2
South Africa,2010,Female,3.74,20.9,5.4
South Africa,2005,Both sexes,9.58,35.8,11.8
South Africa,2005,Male,15.92,47,18.2
South Africa,2005,Female,3.62,24.6,5.6
South Africa,2000,Both sexes,10.02,38.1,11.6
South Africa,2000,Male,16.69,47.3,17.7
South Africa,2000,Female,3.76,28.9,5.7
Spain,2018,Both sexes,12.72,27.9,NA
Spain,2018,Male,20.07,29.1,NA
Spain,2018,Female,5.77,26.7,NA
Spain,2015,Both sexes,11.32,29.3,8.1
Spain,2015,Male,17.85,31.3,12
Spain,2015,Female,5.13,27.2,4.3
Spain,2010,Both sexes,10.03,31.6,7
Spain,2010,Male,15.67,35.4,10.9
Spain,2010,Female,4.6,27.8,3.2
Spain,2005,Both sexes,12.83,34.4,8.1
Spain,2005,Male,19.86,40.3,12.2
Spain,2005,Female,6.08,28.6,4.2
Spain,2000,Both sexes,12.43,37.5,8.6
Spain,2000,Male,19.3,45.6,13.1
Spain,2000,Female,5.9,29.4,4.3
Sri Lanka,2018,Both sexes,4.1,22.9,NA
Sri Lanka,2018,Male,6.78,43.2,NA
Sri Lanka,2018,Female,1.7,2.7,NA
Sri Lanka,2015,Both sexes,4.1,23.5,14.8
Sri Lanka,2015,Male,6.76,43.7,24
Sri Lanka,2015,Female,1.69,3.3,6.2
Sri Lanka,2010,Both sexes,3.92,24.6,19.1
Sri Lanka,2010,Male,6.44,44.7,30.4
Sri Lanka,2010,Female,1.59,4.6,8.3
Sri Lanka,2005,Both sexes,2.59,26.1,23.1
Sri Lanka,2005,Male,4.21,45.8,37
Sri Lanka,2005,Female,1.04,6.3,9.6
Sri Lanka,2000,Both sexes,2.22,28.3,28.8
Sri Lanka,2000,Male,3.58,47.7,44.5
Sri Lanka,2000,Female,0.89,8.9,13.2
Sudan,2018,Both sexes,0.51,NA,NA
Sudan,2018,Male,0.88,NA,NA
Sudan,2018,Female,0.14,NA,NA
Sudan,2015,Both sexes,0.52,NA,8
Sudan,2015,Male,0.9,NA,12.1
Sudan,2015,Female,0.15,NA,4
Suriname,2018,Both sexes,5.33,NA,NA
Suriname,2018,Male,8.49,NA,NA
Suriname,2018,Female,2.23,NA,NA
Suriname,2015,Both sexes,5.81,NA,23.8
Suriname,2015,Male,9.25,NA,36.3
Suriname,2015,Female,2.41,NA,11.3
Suriname,2010,Both sexes,6.22,NA,27
Suriname,2010,Male,9.94,NA,40.9
Suriname,2010,Female,2.55,NA,13
Suriname,2005,Both sexes,5.41,NA,26.5
Suriname,2005,Male,8.64,NA,42.1
Suriname,2005,Female,2.19,NA,10.7
Suriname,2000,Both sexes,5.29,NA,23.5
Suriname,2000,Male,8.47,NA,36.4
Suriname,2000,Female,2.11,NA,10.4
Sweden,2018,Both sexes,8.93,28.8,NA
Sweden,2018,Male,13.69,28.2,NA
Sweden,2018,Female,4.21,29.3,NA
Sweden,2015,Both sexes,9.13,32,15.7
Sweden,2015,Male,14.02,31.1,20.9
Sweden,2015,Female,4.29,32.9,10.5
Sweden,2010,Both sexes,9.49,37.6,15.3
Sweden,2010,Male,14.65,36,21
Sweden,2010,Female,4.44,39.1,9.5
Sweden,2005,Both sexes,8.64,44.6,16.4
Sweden,2005,Male,13.41,41.9,21.6
Sweden,2005,Female,4.01,47.3,11.2
Sweden,2000,Both sexes,8.53,52.7,15.6
Sweden,2000,Male,13.31,48.8,20.5
Sweden,2000,Female,3.91,56.6,10.8
Switzerland,2018,Both sexes,11.53,25.1,NA
Switzerland,2018,Male,17.65,27.8,NA
Switzerland,2018,Female,5.6,22.5,NA
Switzerland,2015,Both sexes,11.58,25.7,17.1
Switzerland,2015,Male,17.73,28.7,22
Switzerland,2015,Female,5.64,22.7,12.3
Switzerland,2010,Both sexes,11.41,26.6,16.2
Switzerland,2010,Male,17.55,30.1,21.1
Switzerland,2010,Female,5.56,23.1,11.4
Switzerland,2005,Both sexes,11.64,27.5,20.8
Switzerland,2005,Male,17.97,31.6,27
Switzerland,2005,Female,5.69,23.4,14.8
Switzerland,2000,Both sexes,12.49,28.5,21.8
Switzerland,2000,Male,19.28,33.1,29.7
Switzerland,2000,Female,6.14,23.9,14.2
Syrian Arab Republic,2018,Both sexes,0.24,NA,NA
Syrian Arab Republic,2018,Male,0.42,NA,NA
Syrian Arab Republic,2018,Female,0.062,NA,NA
Syrian Arab Republic,2015,Both sexes,0.28,NA,1.9
Syrian Arab Republic,2015,Male,0.49,NA,2.9
Syrian Arab Republic,2015,Female,0.072,NA,0.9
Syrian Arab Republic,2010,Both sexes,0.88,NA,1.9
Syrian Arab Republic,2010,Male,1.54,NA,3
Syrian Arab Republic,2010,Female,0.23,NA,0.8
Syrian Arab Republic,2005,Both sexes,0.92,NA,1.6
Syrian Arab Republic,2005,Male,1.58,NA,2.5
Syrian Arab Republic,2005,Female,0.24,NA,0.6
Syrian Arab Republic,2000,Both sexes,1.15,NA,1.3
Syrian Arab Republic,2000,Male,1.99,NA,2.1
Syrian Arab Republic,2000,Female,0.3,NA,0.6
Tajikistan,2018,Both sexes,3.28,NA,NA
Tajikistan,2018,Male,5.6,NA,NA
Tajikistan,2018,Female,0.99,NA,NA
Tajikistan,2015,Both sexes,3.11,NA,2.5
Tajikistan,2015,Male,5.31,NA,3.7
Tajikistan,2015,Female,0.95,NA,1.3
Tajikistan,2010,Both sexes,2.4,NA,2.5
Tajikistan,2010,Male,4.07,NA,3.6
Tajikistan,2010,Female,0.74,NA,1.3
Tajikistan,2005,Both sexes,2.51,NA,2.9
Tajikistan,2005,Male,4.23,NA,4.2
Tajikistan,2005,Female,0.79,NA,1.6
Tajikistan,2000,Both sexes,2.97,NA,3
Tajikistan,2000,Male,5.02,NA,4.3
Tajikistan,2000,Female,0.96,NA,1.6
Thailand,2018,Both sexes,8.3,22.8,NA
Thailand,2018,Male,13.42,42.5,NA
Thailand,2018,Female,3.52,3.1,NA
Thailand,2015,Both sexes,8.36,24.1,14.6
Thailand,2015,Male,13.52,44.8,23.6
Thailand,2015,Female,3.54,3.4,5.9
Thailand,2010,Both sexes,7.71,26.5,14.3
Thailand,2010,Male,12.46,49,22.6
Thailand,2010,Female,3.24,4.1,6.4
Thailand,2005,Both sexes,6.81,28.9,12.7
Thailand,2005,Male,11,52.9,19.4
Thailand,2005,Female,2.85,4.8,6.2
Thailand,2000,Both sexes,6.49,31.8,16.2
Thailand,2000,Male,10.47,57.9,24.2
Thailand,2000,Female,2.7,5.7,8.4
Timor-Leste,2018,Both sexes,2.17,38.2,NA
Timor-Leste,2018,Male,3.43,65.8,NA
Timor-Leste,2018,Female,0.89,10.7,NA
Timor-Leste,2015,Both sexes,2.01,40.8,4.6
Timor-Leste,2015,Male,3.17,70.2,6.2
Timor-Leste,2015,Female,0.82,11.5,2.9
Timor-Leste,2010,Both sexes,0.7,45.6,5.3
Timor-Leste,2010,Male,1.11,78,7.3
Timor-Leste,2010,Female,0.29,13.1,3.3
Timor-Leste,2005,Both sexes,0.83,50.4,6.2
Timor-Leste,2005,Male,1.32,85.7,8.3
Timor-Leste,2005,Female,0.34,15.2,4
Timor-Leste,2000,Both sexes,1.53,54.4,9.3
Timor-Leste,2000,Male,2.43,91,12.7
Timor-Leste,2000,Female,0.61,17.7,5.9
Togo,2018,Both sexes,2.46,7.6,NA
Togo,2018,Male,3.93,13.5,NA
Togo,2018,Female,1.02,1.6,NA
Togo,2015,Both sexes,2.37,8.1,9.4
Togo,2015,Male,3.78,14.2,12.5
Togo,2015,Female,0.98,2,6.2
Togo,2010,Both sexes,2.11,9.2,9.5
Togo,2010,Male,3.36,15.6,12.9
Togo,2010,Female,0.88,2.7,6.2
Togo,2005,Both sexes,3.26,10.5,9.9
Togo,2005,Male,5.2,17.3,13.3
Togo,2005,Female,1.37,3.7,6.6
Togo,2000,Both sexes,1.79,12.2,9.6
Togo,2000,Male,2.85,19.1,12.8
Togo,2000,Female,0.76,5.2,6.5
Tonga,2018,Both sexes,0.8,30.2,NA
Tonga,2018,Male,1.33,48.4,NA
Tonga,2018,Female,0.28,12.1,NA
Tonga,2015,Both sexes,0.68,30.6,3.5
Tonga,2015,Male,1.14,48.8,4.2
Tonga,2015,Female,0.24,12.4,2.7
Tonga,2010,Both sexes,1.39,31.3,3.6
Tonga,2010,Male,2.34,49.5,4.3
Tonga,2010,Female,0.49,13.1,2.8
Tonga,2005,Both sexes,2.32,32.2,3.4
Tonga,2005,Male,3.88,50.5,4
Tonga,2005,Female,0.81,13.9,2.9
Tonga,2000,Both sexes,1.7,33.3,3.6
Tonga,2000,Male,2.81,51.8,3.9
Tonga,2000,Female,0.59,14.8,3.3
Trinidad and Tobago,2018,Both sexes,6.72,NA,NA
Trinidad and Tobago,2018,Male,10.58,NA,NA
Trinidad and Tobago,2018,Female,3.03,NA,NA
Trinidad and Tobago,2015,Both sexes,6.88,NA,13.6
Trinidad and Tobago,2015,Male,10.83,NA,22.9
Trinidad and Tobago,2015,Female,3.09,NA,4.5
Trinidad and Tobago,2010,Both sexes,6.21,NA,14.5
Trinidad and Tobago,2010,Male,9.73,NA,23.6
Trinidad and Tobago,2010,Female,2.81,NA,5.6
Trinidad and Tobago,2005,Both sexes,6.17,NA,12.3
Trinidad and Tobago,2005,Male,9.66,NA,19.4
Trinidad and Tobago,2005,Female,2.78,NA,5.4
Trinidad and Tobago,2000,Both sexes,5.27,NA,14.9
Trinidad and Tobago,2000,Male,8.33,NA,23.3
Trinidad and Tobago,2000,Female,2.28,NA,6.5
Tunisia,2018,Both sexes,2.12,26,NA
Tunisia,2018,Male,3.75,49.1,NA
Tunisia,2018,Female,0.56,2.9,NA
Tunisia,2015,Both sexes,1.99,27.9,3.4
Tunisia,2015,Male,3.52,52.5,4.5
Tunisia,2015,Female,0.53,3.2,2.3
Tunisia,2010,Both sexes,1.4,31.3,3.6
Tunisia,2010,Male,2.46,58.5,5
Tunisia,2010,Female,0.38,4,2.3
Tunisia,2005,Both sexes,1.46,35.3,3.6
Tunisia,2005,Male,2.56,65.7,5.1
Tunisia,2005,Female,0.4,4.9,2.2
Tunisia,2000,Both sexes,1.36,39.7,3.5
Tunisia,2000,Male,2.36,73.2,4.9
Tunisia,2000,Female,0.37,6.2,2.1
Turkey,2018,Both sexes,2.05,29.3,NA
Turkey,2018,Male,3.62,41.5,NA
Turkey,2018,Female,0.56,17,NA
Turkey,2015,Both sexes,2.12,30.1,7.3
Turkey,2015,Male,3.76,43.4,11.4
Turkey,2015,Female,0.58,16.7,3.4
Turkey,2010,Both sexes,2.32,31.7,8.4
Turkey,2010,Male,4.1,47,13.1
Turkey,2010,Female,0.64,16.4,3.8
Turkey,2005,Both sexes,2.12,33.4,7.6
Turkey,2005,Male,3.74,50.8,12.2
Turkey,2005,Female,0.59,16.1,3.2
Turkey,2000,Both sexes,2.41,35.4,7.2
Turkey,2000,Male,4.25,55.1,11.5
Turkey,2000,Female,0.67,15.7,2.9
Turkmenistan,2018,Both sexes,4.93,NA,NA
Turkmenistan,2018,Male,8.4,NA,NA
Turkmenistan,2018,Female,1.65,NA,NA
Turkmenistan,2015,Both sexes,5.3,NA,7.2
Turkmenistan,2015,Male,9.01,NA,10.8
Turkmenistan,2015,Female,1.78,NA,3.6
Turkmenistan,2010,Both sexes,4.82,NA,7.6
Turkmenistan,2010,Male,8.23,NA,11.7
Turkmenistan,2010,Female,1.6,NA,3.7
Turkmenistan,2005,Both sexes,4.88,NA,11.7
Turkmenistan,2005,Male,8.35,NA,18.8
Turkmenistan,2005,Female,1.61,NA,4.8
Turkmenistan,2000,Both sexes,4.82,NA,9.1
Turkmenistan,2000,Male,8.24,NA,14.6
Turkmenistan,2000,Female,1.61,NA,3.7
Tuvalu,2018,Both sexes,1.52,48.7,NA
Tuvalu,2018,Male,2.51,66,NA
Tuvalu,2018,Female,0.5,31.4,NA
Tuvalu,2015,Both sexes,1.98,50.8,NA
Tuvalu,2015,Male,3.27,69.2,NA
Tuvalu,2015,Female,0.65,32.4,NA
Tuvalu,2010,Both sexes,1.68,54.4,NA
Tuvalu,2010,Male,2.78,74.4,NA
Tuvalu,2010,Female,0.56,34.4,NA
Tuvalu,2005,Both sexes,2.03,58.2,NA
Tuvalu,2005,Male,3.34,79.9,NA
Tuvalu,2005,Female,0.67,36.6,NA
Tuvalu,2000,Both sexes,1.96,61.8,NA
Tuvalu,2000,Male,3.22,84.6,NA
Tuvalu,2000,Female,0.65,39.1,NA
Uganda,2018,Both sexes,15.09,9.8,NA
Uganda,2018,Male,24.62,15.5,NA
Uganda,2018,Female,5.88,4,NA
Uganda,2015,Both sexes,15.14,11.4,9.9
Uganda,2015,Male,24.7,17.9,10.6
Uganda,2015,Female,5.92,4.9,9.3
Uganda,2010,Both sexes,13.5,14.8,10.5
Uganda,2010,Male,21.79,22.8,10.6
Uganda,2010,Female,5.54,6.8,10.4
Uganda,2005,Both sexes,12.92,19.2,10.5
Uganda,2005,Male,20.91,28.9,10.6
Uganda,2005,Female,5.33,9.4,10.4
Uganda,2000,Both sexes,13.61,25.2,11.1
Uganda,2000,Male,22.06,37.1,11
Uganda,2000,Female,5.61,13.2,11.3
Ukraine,2018,Both sexes,8.32,25.5,NA
Ukraine,2018,Male,13.96,41,NA
Ukraine,2018,Female,3.65,9.9,NA
Ukraine,2015,Both sexes,10.16,27.3,23.1
Ukraine,2015,Male,17.01,43.8,42
Ukraine,2015,Female,4.49,10.7,6.8
Ukraine,2010,Both sexes,13.57,30.7,27.1
Ukraine,2010,Male,22.31,49.3,48.9
Ukraine,2010,Female,6.34,12.1,8.4
Ukraine,2005,Both sexes,12.01,34.4,34.5
Ukraine,2005,Male,19.79,55.3,62
Ukraine,2005,Female,5.51,13.5,10.7
Ukraine,2000,Both sexes,12.46,38.8,36.9
Ukraine,2000,Male,20.85,62.2,65.1
Ukraine,2000,Female,5.44,15.3,12.3
United Arab Emirates,2018,Both sexes,3.9,18.2,NA
United Arab Emirates,2018,Male,4.88,35.6,NA
United Arab Emirates,2018,Female,0.84,0.8,NA
United Arab Emirates,2015,Both sexes,3.79,18.7,2.8
United Arab Emirates,2015,Male,4.7,36.5,3.6
United Arab Emirates,2015,Female,0.8,0.9,0.7
United Arab Emirates,2010,Both sexes,3.15,19.4,3
United Arab Emirates,2010,Male,3.86,37.9,3.8
United Arab Emirates,2010,Female,0.64,1,0.7
United Arab Emirates,2005,Both sexes,3.64,20.6,3.1
United Arab Emirates,2005,Male,4.62,40,4.1
United Arab Emirates,2005,Female,0.74,1.1,1
United Arab Emirates,2000,Both sexes,2.58,21.8,3.2
United Arab Emirates,2000,Male,3.35,42.3,4.2
United Arab Emirates,2000,Female,0.51,1.3,1.1
United Kingdom of Great Britain and Northern Ireland,2018,Both sexes,11.45,19.2,NA
United Kingdom of Great Britain and Northern Ireland,2018,Male,17.76,21.1,NA
United Kingdom of Great Britain and Northern Ireland,2018,Female,5.39,17.3,NA
United Kingdom of Great Britain and Northern Ireland,2015,Both sexes,11.21,21.3,8.7
United Kingdom of Great Britain and Northern Ireland,2015,Male,17.4,23.2,13.1
United Kingdom of Great Britain and Northern Ireland,2015,Female,5.28,19.4,4.5
United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,12.06,25.4,7.8
United Kingdom of Great Britain and Northern Ireland,2010,Male,18.71,27,11.9
United Kingdom of Great Britain and Northern Ireland,2010,Female,5.74,23.9,3.9
United Kingdom of Great Britain and Northern Ireland,2005,Both sexes,13.89,31.6,8.2
United Kingdom of Great Britain and Northern Ireland,2005,Male,21.48,31.3,12
United Kingdom of Great Britain and Northern Ireland,2005,Female,6.75,31.9,4.5
United Kingdom of Great Britain and Northern Ireland,2000,Both sexes,13.73,35.2,9.1
United Kingdom of Great Britain and Northern Ireland,2000,Male,21.38,36.5,13.7
United Kingdom of Great Britain and Northern Ireland,2000,Female,6.61,33.9,4.8
United Republic of Tanzania,2018,Both sexes,11.27,13.3,NA
United Republic of Tanzania,2018,Male,18.79,23.5,NA
United Republic of Tanzania,2018,Female,4.12,3.1,NA
United Republic of Tanzania,2015,Both sexes,11.05,14.5,5.4
United Republic of Tanzania,2015,Male,18.44,25.5,7.6
United Republic of Tanzania,2015,Female,4.02,3.5,3.2
United Republic of Tanzania,2010,Both sexes,9.74,17,5.3
United Republic of Tanzania,2010,Male,16.31,29.7,7.5
United Republic of Tanzania,2010,Female,3.52,4.3,3.1
United Republic of Tanzania,2005,Both sexes,8.71,20,5.5
United Republic of Tanzania,2005,Male,14.56,34.8,7.9
United Republic of Tanzania,2005,Female,3.13,5.3,3.2
United Republic of Tanzania,2000,Both sexes,8.63,23.6,6.9
United Republic of Tanzania,2000,Male,14.4,40.7,10
United Republic of Tanzania,2000,Female,3.11,6.5,3.8
United States of America,2018,Both sexes,9.87,25.1,NA
United States of America,2018,Male,15.29,30.9,NA
United States of America,2018,Female,4.64,19.3,NA
United States of America,2015,Both sexes,9.82,26,15
United States of America,2015,Male,15.22,31.9,23
United States of America,2015,Female,4.61,20.2,7.1
United States of America,2010,Both sexes,9.36,27.9,13.2
United States of America,2010,Male,14.54,33.9,20.7
United States of America,2010,Female,4.38,21.8,5.9
United States of America,2005,Both sexes,9.49,30,11.9
United States of America,2005,Male,14.74,36.1,18.6
United States of America,2005,Female,4.46,23.8,5.4
United States of America,2000,Both sexes,9.19,32.3,11.3
United States of America,2000,Male,14.33,38.6,17.9
United States of America,2000,Female,4.29,25.9,4.9
Uruguay,2018,Both sexes,6.92,21.8,NA
Uruguay,2018,Male,10.83,25.2,NA
Uruguay,2018,Female,3.37,18.4,NA
Uruguay,2015,Both sexes,6.99,24,19.4
Uruguay,2015,Male,10.97,27.6,31.4
Uruguay,2015,Female,3.4,20.4,8.2
Uruguay,2010,Both sexes,7.1,28.3,16.6
Uruguay,2010,Male,11.22,32.5,26.3
Uruguay,2010,Female,3.39,24,7.5
Uruguay,2005,Both sexes,7.46,33.1,15.3
Uruguay,2005,Male,11.86,37.9,24.2
Uruguay,2005,Female,3.49,28.2,7
Uruguay,2000,Both sexes,8.09,39,17.4
Uruguay,2000,Male,12.84,44.5,29.4
Uruguay,2000,Female,3.79,33.5,6.1
Uzbekistan,2018,Both sexes,2.59,12.3,NA
Uzbekistan,2018,Male,4.46,23.3,NA
Uzbekistan,2018,Female,0.79,1.3,NA
Uzbekistan,2015,Both sexes,2.59,12.8,7.4
Uzbekistan,2015,Male,4.45,24.3,10
Uzbekistan,2015,Female,0.79,1.3,4.8
Uzbekistan,2010,Both sexes,3.01,13.8,6
Uzbekistan,2010,Male,5.17,26.2,8.3
Uzbekistan,2010,Female,0.93,1.3,3.6
Uzbekistan,2005,Both sexes,4.15,14.9,5.8
Uzbekistan,2005,Male,7.15,28.4,8.9
Uzbekistan,2005,Female,1.28,1.4,2.8
Uzbekistan,2000,Both sexes,5.68,16.1,7.6
Uzbekistan,2000,Male,9.78,30.8,11.3
Uzbekistan,2000,Female,1.75,1.4,4
Vanuatu,2018,Both sexes,2.25,24.1,NA
Vanuatu,2018,Male,3.73,45,NA
Vanuatu,2018,Female,0.77,3.3,NA
Vanuatu,2015,Both sexes,2.14,25.1,4.5
Vanuatu,2015,Male,3.55,46.7,6.8
Vanuatu,2015,Female,0.74,3.5,2.3
Vanuatu,2010,Both sexes,1.7,27.2,5.1
Vanuatu,2010,Male,2.81,50.5,7.5
Vanuatu,2010,Female,0.58,3.9,2.6
Vanuatu,2005,Both sexes,1.2,29.3,5.7
Vanuatu,2005,Male,1.96,54.1,8.3
Vanuatu,2005,Female,0.41,4.4,3
Vanuatu,2000,Both sexes,1.17,32.1,7.3
Vanuatu,2000,Male,1.91,59.1,10.2
Vanuatu,2000,Female,0.4,5,4.3
Venezuela (Bolivarian Republic of),2018,Both sexes,4.14,NA,NA
Venezuela (Bolivarian Republic of),2018,Male,6.6,NA,NA
Venezuela (Bolivarian Republic of),2018,Female,1.75,NA,NA
Venezuela (Bolivarian Republic of),2015,Both sexes,6.82,NA,3.8
Venezuela (Bolivarian Republic of),2015,Male,10.85,NA,6.4
Venezuela (Bolivarian Republic of),2015,Female,2.9,NA,1.2
Venezuela (Bolivarian Republic of),2010,Both sexes,8.67,NA,4.3
Venezuela (Bolivarian Republic of),2010,Male,13.72,NA,7.2
Venezuela (Bolivarian Republic of),2010,Female,3.73,NA,1.5
Venezuela (Bolivarian Republic of),2005,Both sexes,9.42,NA,5.9
Venezuela (Bolivarian Republic of),2005,Male,14.89,NA,9.7
Venezuela (Bolivarian Republic of),2005,Female,4.04,NA,2.1
Venezuela (Bolivarian Republic of),2000,Both sexes,9.15,NA,8
Venezuela (Bolivarian Republic of),2000,Male,14.45,NA,13.8
Venezuela (Bolivarian Republic of),2000,Female,3.9,NA,2.2
Viet Nam,2018,Both sexes,8.66,NA,NA
Viet Nam,2018,Male,14.1,NA,NA
Viet Nam,2018,Female,3.49,NA,NA
Viet Nam,2015,Both sexes,7.86,NA,7.2
Viet Nam,2015,Male,12.83,NA,10.8
Viet Nam,2015,Female,3.16,NA,3.7
Viet Nam,2010,Both sexes,4.9,NA,7
Viet Nam,2010,Male,7.98,NA,10.5
Viet Nam,2010,Female,1.97,NA,3.6
Viet Nam,2005,Both sexes,2.63,NA,6.7
Viet Nam,2005,Male,4.28,NA,10.1
Viet Nam,2005,Female,1.06,NA,3.5
Viet Nam,2000,Both sexes,2.21,NA,6.7
Viet Nam,2000,Male,3.61,NA,10
Viet Nam,2000,Female,0.9,NA,3.6
Yemen,2018,Both sexes,0.051,20.9,NA
Yemen,2018,Male,0.088,32.5,NA
Yemen,2018,Female,0.013,9.3,NA
Yemen,2015,Both sexes,0.055,22.2,8.6
Yemen,2015,Male,0.094,34,11.4
Yemen,2015,Female,0.014,10.3,5.7
Yemen,2010,Both sexes,0.18,24.5,8.8
Yemen,2010,Male,0.3,36.9,11.8
Yemen,2010,Female,0.047,12.2,5.7
Yemen,2005,Both sexes,0.34,27.4,8.1
Yemen,2005,Male,0.6,40.2,11
Yemen,2005,Female,0.092,14.6,5.1
Yemen,2000,Both sexes,0.79,30.9,6.8
Yemen,2000,Male,1.36,44.2,9.2
Yemen,2000,Female,0.21,17.5,4.2
Zambia,2018,Both sexes,6.54,14.7,NA
Zambia,2018,Male,10.62,25,NA
Zambia,2018,Female,2.62,4.4,NA
Zambia,2015,Both sexes,6.89,15.4,6.1
Zambia,2015,Male,11.2,26.1,8.7
Zambia,2015,Female,2.75,4.8,3.5
Zambia,2010,Both sexes,5.43,16.7,6.3
Zambia,2010,Male,8.83,27.8,9
Zambia,2010,Female,2.17,5.6,3.6
Zambia,2005,Both sexes,3.9,18.2,6.5
Zambia,2005,Male,6.35,29.7,9.3
Zambia,2005,Female,1.56,6.7,3.8
Zambia,2000,Both sexes,4.05,19.9,8.1
Zambia,2000,Male,6.59,31.9,11.8
Zambia,2000,Female,1.62,7.9,4.6
Zimbabwe,2018,Both sexes,4.67,13.9,NA
Zimbabwe,2018,Male,8,26.5,NA
Zimbabwe,2018,Female,1.63,1.3,NA
Zimbabwe,2015,Both sexes,4.92,14.5,10.6
Zimbabwe,2015,Male,8.43,27.5,15.5
Zimbabwe,2015,Female,1.72,1.5,6
Zimbabwe,2010,Both sexes,3.93,15.6,11.9
Zimbabwe,2010,Male,6.71,29.4,18.1
Zimbabwe,2010,Female,1.39,1.9,6.1
Zimbabwe,2005,Both sexes,2.77,17,13.9
Zimbabwe,2005,Male,4.72,31.6,21.7
Zimbabwe,2005,Female,0.99,2.3,6.4
Zimbabwe,2000,Both sexes,2.46,18.3,12.9
Zimbabwe,2000,Male,4.16,33.7,20.6
Zimbabwe,2000,Female,0.88,2.9,5.5
